Srno,Company_Name,Bid_Opening_Date,Bid_Closing_Date,Face_Value,Bid_Price_From,Bid_Price_To,Market_Lot,Listing_at,Issue_size,Fresh_issue,Offer_for_sale,Basis_of_Allotment_Date,Initiation_of_refunds,Credit_of_shares_to_demat_account,Listing_date,Listing_day,Listing_year,BSE_script_code,NSE_symbol,Listing_in,ISIN,Qualified_Institutional_Buyers,Non_Institutional_Investors,Retail_Individual_Investors,Total_Subscription,Registrar_Name,Pre_Issue_Share_Holding,Post_Issue_Share_Holding,NSE_Listing_day_open,NSE_Listing_day_low,NSE_Listing_day_high,NSE_Listing_day_last_trade,NSE_Listing_day_volume,NSE_SME_Listing_day_open,NSE_SME_Listing_day_low,NSE_SME_Listing_day_high,NSE_SME_Listing_day_last_trade,NSE_SME_Listing_day_volume,BSE_Listing_day_open,BSE_Listing_day_low,BSE_Listing_day_high,BSE_Listing_day_last_trade,BSE_Listing_day_volume,BSE_SME_Listing_day_open,BSE_SME_Listing_day_low,BSE_SME_Listing_day_high,BSE_SME_Listing_day_last_trade,BSE_SME_Listing_day_volume
963,Alphalogic Techsys Ltd ,"Aug 26, 2019","Aug 28, 2019",10,84,84,1600,BSE SME,"736,000 Eq Shares of ₹10 (aggregating up to ₹6.18 Cr)",NaN,NaN,"Sep 3, 2019","Sep 4, 2019","Sep 5, 2019","Thursday, September 5, 2019",Thursday,2019,542770,NaN,TS,INE08E401011,NaN,1.96,0.53,1.18,Cameo Corporate Services Limited,100,73.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,83.00,83.00,84.40,84.35,20800
964,Transpact Enterprises Ltd ,"Aug 26, 2019","Aug 28, 2019",10,130,130,1000,BSE SME,"104,000 Eq Shares of ₹10 (aggregating up to ₹1.35 Cr)",NaN,NaN,"Sep 3, 2019","Sep 4, 2019","Sep 5, 2019","Thursday, September 5, 2019",Thursday,2019,542765,NaN,TS,INE06YD01010,NaN,0.90,1.37,1.13,Bigshare Services Pvt Ltd,100,73.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,132.50,131.00,132.50,131.00,6000
965,Salasar Exteriors and Contour Ltd ,"Aug 28, 2019","Sep 3, 2019",10,36,36,3000,NSE SME,"2,360,000 Eq Shares of ₹10 (aggregating up to ₹8.50 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, September 12, 2019",Thursday,2019,NaN,SECL,ST,INE00Y701018,NaN,2.10,0.20,1.15,KFintech Private Limited,100.00,71.34,NaN,NaN,NaN,NaN,NaN,36.00,36.00,36.00,36.00,18000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
966,Novateor Research Laboratories Ltd ,"Aug 30, 2019","Sep 4, 2019",10,24,24,6000,BSE SME,"1,872,000 Eq Shares of ₹10 (aggregating up to ₹4.49 Cr)",NaN,NaN,"Sep 9, 2019","Sep 11, 2019","Sep 12, 2019","Friday, September 13, 2019",Friday,2019,542771,NaN,MT,INE08JY01013,NaN,1.80,0.67,1.24,KFintech Private Limited,99.35,60.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.00,24.00,25.20,24.15,216000
967,Misquita Engineering Ltd ,"Sep 23, 2019","Sep 25, 2019",10,27,27,4000,BSE SME,"716,000 Eq Shares of ₹10 (aggregating up to ₹1.93 Cr)","444,000 Eq Shares of ₹10 (aggregating up to ₹1.20 Cr)","272,000 Eq Shares of ₹10 (aggregating up to ₹0.73 Cr)","Sep 30, 2019","Oct 1, 2019","Oct 1, 2019","Friday, October 4, 2019",Friday,2019,542801,NaN,MT,INE957W01025,NaN,2.52,0.72,1.62,Bigshare Services Pvt Ltd,100,73.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.85,27.85,29.20,29.20,40000
968,Galactico Corporate Services Ltd ,"Sep 24, 2019","Sep 27, 2019",10,23,23,6000,BSE SME,"1,608,000 Eq Shares of ₹10 (aggregating up to ₹3.70 Cr)","300,000 Eq Shares of ₹10 (aggregating up to ₹0.69 Cr)","1,308,000 Eq Shares of ₹10 (aggregating up to ₹3.01 Cr)",NaN,NaN,NaN,"Wednesday, October 9, 2019",Wednesday,2019,542802,NaN,MT,INE906Y01010,NaN,1.76,0.56,1.16,Bigshare Services Pvt Ltd,100.00,71.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.20,23.05,23.20,23.05,54000
969,Vishwaraj Sugar Industries Ltd ,"Sep 30, 2019","Oct 4, 2019",10,55,60,240,"BSE, NSE","10,000,000 Eq Shares of ₹10 (aggregating up to ₹60.00 Cr)","3,000,000 Eq Shares of ₹10 (aggregating up to ₹[.] Cr)","7,000,000 Eq Shares of ₹10 (aggregating up to ₹[.] Cr)","Oct 11, 2019","Oct 14, 2019","Oct 15, 2019","Tuesday, October 15, 2019",Tuesday,2019,542852,VISHWARAJ,T,INE430N01014,1.00,1.76,0.64,1.12,Bigshare Services Pvt Ltd,54.22,32.83,61.20,60.25,61.50,60.35,1086937,NaN,NaN,NaN,NaN,NaN,61.20,60.25,61.20,60.35,807049,NaN,NaN,NaN,NaN,NaN
970,Goblin India Limited ,"Sep 30, 2019","Oct 4, 2019",10,51,52,2000,BSE SME,"2,924,000 Eq Shares of ₹10 (aggregating up to ₹15.20 Cr)",NaN,NaN,"Oct 10, 2019","Oct 14, 2019","Oct 14, 2019","Tuesday, October 15, 2019",Tuesday,2019,542850,NaN,MT,INE492Z01018,NaN,1.87,0.87,1.37,Bigshare Services Pvt Ltd,73.38,52.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,55.00,54.10,57.70,56.60,1138000
971,IRCTC Limited ,"Sep 30, 2019","Oct 3, 2019",10,315,320,40,"BSE, NSE","20,160,000 Eq Shares of ₹10 (aggregating up to ₹645.12 Cr)",NaN,"20,160,000 Eq Shares of ₹10 (aggregating up to ₹[.] Cr)","Oct 9, 2019","Oct 10, 2019","Oct 11, 2019","Monday, October 14, 2019",Monday,2019,542830,IRCTC,B,INE335Y01012,108.79,354.52,14.83,111.91,Alankit Assignments Ltd,100,87.40,626.00,625.00,743.80,727.75,45270607,NaN,NaN,NaN,NaN,NaN,644.00,625.00,743.80,728.60,5440273,NaN,NaN,NaN,NaN,NaN
972,Sona Hi Sona Jewellers (Gujarat) Ltd ,"Sep 30, 2019","Oct 4, 2019",10,10,10,10000,NSE SME,"4,500,000 Eq Shares of ₹10 (aggregating up to ₹4.50 Cr)",NaN,NaN,"Oct 10, 2019","Oct 11, 2019","Oct 14, 2019","Tuesday, October 15, 2019",Tuesday,2019,NaN,SONAHISONA,ST,INE06MH01016,NaN,1.74,0.69,1.21,Link Intime India Private Ltd,100,73.19,NaN,NaN,NaN,NaN,NaN,11.15,10.60,11.40,11.40,140000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
973,Anuroop Packaging Ltd ,"Nov 8, 2019","Nov 13, 2019",10,13,13,10000,BSE SME,"2,030,000 Eq Shares of ₹10 (aggregating up to ₹2.64 Cr)","330,000 Eq Shares of ₹10 (aggregating up to ₹0.43 Cr)","1,700,000 Eq Shares of ₹10 (aggregating up to ₹2.21 Cr)",NaN,NaN,NaN,"Thursday, November 21, 2019",Thursday,2019,542865,NaN,MT,INE490Z01012,NaN,3.82,7.05,5.44,KFintech Private Limited,95.10,68.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.25,13.25,13.91,13.91,240000
974,CSB Bank Limited ,"Nov 22, 2019","Nov 26, 2019",10,193,195,75,"BSE, NSE","21,021,821 Eq Shares of ₹10 (aggregating up to ₹409.68 Cr)","1,243,523 Eq Shares of ₹10 (aggregating up to ₹24.00 Cr)","19,778,298 Eq Shares of ₹10 (aggregating up to ₹385.68 Cr)","Dec 2, 2019","Dec 3, 2019","Dec 3, 2019","Wednesday, December 4, 2019",Wednesday,2019,542867,CSBBANK,B,INE679A01013,62.18,164.68,44.46,86.91,Link Intime India Private Ltd,50.09,49.7,275.00,275.00,306.80,300.05,37124674,NaN,NaN,NaN,NaN,NaN,275.00,275.00,307.00,300.10,4026792,NaN,NaN,NaN,NaN,NaN
975,Mangalam Global Enterprise Limited ,"Nov 15, 2019","Nov 20, 2019",10,51,51,2000,NSE SME,"4,230,000 Eq Shares of ₹10 (aggregating up to ₹21.57 Cr)","4,230,000 Eq Shares of ₹10 (aggregating up to ₹21.57 Cr)",NaN,"Nov 25, 2019","Nov 26, 2019","Nov 27, 2019","Wednesday, November 27, 2019",Wednesday,2019,NaN,MGEL,ST,INE0APB01016,NaN,2.09,0.47,1.28,Link Intime India Private Ltd,96.38,70.99,NaN,NaN,NaN,NaN,NaN,53.00,51.50,55.65,51.50,140000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
976,Ujjivan Small Finance Bank Ltd ,"Dec 2, 2019","Dec 4, 2019",10,36,37,400,"BSE, NSE","208,333,333 Eq Shares of ₹10 (aggregating up to ₹750.00 Cr)",NaN,NaN,"Dec 9, 2019","Dec 10, 2019","Dec 11, 2019","Thursday, December 12, 2019",Thursday,2019,542904,UJJIVANSFB,B,INE551W01018,110.72,473.00,48.97,165.66,KFintech Private Limited,94.40,83.32,58.75,53.05,62.80,55.95,251414527,NaN,NaN,NaN,NaN,NaN,58.00,53.10,62.80,55.90,16132554,NaN,NaN,NaN,NaN,NaN
977,Ascom Leasing & Investments Ltd ,"Nov 26, 2019","Nov 28, 2019",10,30,30,4000,NSE SME,"2,108,000 Eq Shares of ₹10 (aggregating up to ₹6.32 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, December 6, 2019",Friday,2019,NaN,ASCOM,ST,INE08KD01015,NaN,1.92,1.03,1.47,Skyline Financial Services Private Ltd,98.94,72.24,NaN,NaN,NaN,NaN,NaN,30.25,30.25,30.60,30.25,272000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
978,SBI Cards and Payment Services Ltd ,"Mar 2, 2020","Mar 5, 2020",10,750,755,19,"BSE, NSE","137,193,464 Eq Shares of ₹10 (aggregating up to ₹10,354.77 Cr)","6,622,517 Eq Shares of ₹10 (aggregating up to ₹500.00 Cr)","130,526,798 Eq Shares of ₹10 (aggregating up to ₹9,854.77 Cr)","Mar 11, 2020","Mar 12, 2020","Mar 13, 2020","Monday, March 16, 2020",Monday,2020,543066,SBICARD,B,INE018E01016,57.18,45.23,2.50,26.54,Link Intime India Private Ltd,74,69.51,661.00,656.00,755.00,681.40,60893377,NaN,NaN,NaN,NaN,NaN,658.00,658.00,755.00,683.20,4167374,NaN,NaN,NaN,NaN,NaN
979,DC Infotech and Communication Ltd ,"Dec 12, 2019","Dec 18, 2019",10,45,45,3000,NSE SME,"2,400,000 Eq Shares of ₹10 (aggregating up to ₹10.80 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, December 27, 2019",Friday,2019,NaN,DCI,NaN,INE0A1101019,NaN,1.39,1.76,1.56,Satellite Corporate Services Private Limited,100,60,NaN,NaN,NaN,NaN,NaN,45.50,45.00,45.50,45.20,201000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
980,Prince Pipes and Fittings Ltd ,"Dec 18, 2019","Dec 20, 2019",10,177,178,84,"BSE, NSE","28,248,586 Eq Shares of ₹10 (aggregating up to ₹500.00 Cr)",[.] Eq Shares of ₹10 (aggregating up to ₹250.00 Cr),[.] Eq Shares of ₹10 (aggregating up to ₹250.00 Cr),"Dec 26, 2019","Dec 27, 2019","Dec 30, 2019","Monday, December 30, 2019",Monday,2019,542907,PRINCEPIPE,B,INE689W01016,3.54,1.21,1.89,2.21,Link Intime India Private Ltd,90.06,65.80,160.00,152.50,177.90,166.90,21159947,NaN,NaN,NaN,NaN,NaN,160.00,152.60,177.95,166.60,2036657,NaN,NaN,NaN,NaN,NaN
981,Valencia Nutrition Ltd ,"Dec 23, 2019","Dec 27, 2019",10,46,46,3000,BSE SME,"1,572,000 Eq Shares of ₹10 (aggregating up to ₹7.23 Cr)","1,305,000 Eq Shares of ₹10 (aggregating up to ₹6.00 Cr)","267,000 Eq Shares of ₹10 (aggregating up to ₹1.23 Cr)",NaN,NaN,NaN,"Monday, January 6, 2020",Monday,2020,542910,NaN,TS,INE08RT01016,NaN,2.53,0.58,1.56,Bigshare Services Pvt Ltd,82.09,62.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46.45,46.35,48.75,46.95,456000
982,Vaxtex Cotfab Limited ,"Dec 27, 2019","Jan 3, 2020",10,24,24,6000,NSE SME,"1,596,000 Eq Shares of ₹10 (aggregating up to ₹3.83 Cr)",NaN,NaN,"Jan 8, 2020","Jan 9, 2020","Jan 10, 2020","Monday, January 13, 2020",Monday,2020,NaN,VCL,ST,INE098201010,NaN,1.75,3.97,2.86,Bigshare Services Pvt Ltd,98.50,73.50 ,NaN,NaN,NaN,NaN,NaN,24.10,23.30,25.00,24.80,396000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
983,Gian Life Care Limited ,"Dec 31, 2019","Jan 3, 2020",10,22,22,6000,BSE SME,"1,416,000 Eq Shares of ₹10 (aggregating up to ₹3.12 Cr)",NaN,NaN,"Jan 8, 2020","Jan 9, 2020","Jan 10, 2020","Monday, January 13, 2020",Monday,2020,542918,NaN,MT,INE063601012,NaN,1.91,0.78,1.34,Cameo Corporate Services Limited,95.74,65.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.00,22.00,22.05,22.00,174000
984,HindPrakash Industries Ltd ,"Jan 15, 2020","Jan 17, 2020",10,40,40,3000,NSE SME,"2,880,000 Eq Shares of ₹10 (aggregating up to ₹11.52 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, January 27, 2020",Monday,2020,NaN,HPIL,ST,INE05X901010,NaN,2.96,1.37,2.16,Bigshare Services Pvt Ltd,100,72.37,NaN,NaN,NaN,NaN,NaN,40.70,40.70,42.70,41.30,651000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
985,Janus Corporation Ltd ,"Jan 27, 2020","Jan 30, 2020",10,50,50,3000,BSE SME,"1,599,000 Eq Shares of ₹10 (aggregating up to ₹8.00 Cr)",NaN,NaN,"Feb 4, 2020","Feb 5, 2020","Feb 6, 2020","Thursday, February 6, 2020",Thursday,2020,542924,NaN,MT,INE04OV01018,NaN,1.03,1.48,1.26,Bigshare Services Pvt Ltd,90.23,65.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50.70,48.20,50.70,48.50,33000
986,Madhav Copper Ltd FPO (Madhav Copper FPO) Detail,"Jan 27, 2020","Jan 30, 2020",5,100,102,1200,NSE SME,"2,499,600 Eq Shares of ₹5 (aggregating up to ₹25.50 Cr)","2,499,600 Eq Shares of ₹5 (aggregating up to ₹25.50 Cr)",NaN,"Feb 4, 2020","Feb 5, 2020","Feb 6, 2020","Thursday, February 6, 2020",Thursday,2020,NaN,MCL,NaN,INE813V01022,NaN,1.72,1.77,1.74,Bigshare Services Pvt Ltd,73.04,63.83,NaN,NaN,NaN,NaN,NaN,102.00,98.10,102.00,99.75,28800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
987,Tranway Technologies Ltd ,"Jan 27, 2020","Jan 29, 2020",10,10,10,10000,BSE SME,"4,240,000 Eq Shares of ₹10 (aggregating up to ₹4.24 Cr)","4,240,000 Eq Shares of ₹10 (aggregating up to ₹4.24 Cr)",NaN,"Feb 3, 2020","Feb 4, 2020","Feb 5, 2020","Wednesday, February 5, 2020",Wednesday,2020,542923,NaN,TS,INE0BIW01023,NaN,1.09,2.87,1.98,Link Intime India Private Ltd,99.98,59.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.10,11.10,11.65,11.65,1410000
988,Chandra Bhagat Pharma Ltd ,"Jan 31, 2020","Feb 6, 2020",10,51,51,2000,BSE SME,"2,000,000 Eq Shares of ₹10 (aggregating up to ₹10.20 Cr)",NaN,NaN,"Feb 11, 2020","Feb 13, 2020","Feb 13, 2020","Friday, February 14, 2020",Friday,2020,542934,NaN,MT,INE07QQ01016,NaN,1.87,1.44,1.65,Link Intime India Private Ltd,96.72,71.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,51.70,51.00,52.10,51.75,778000
989,ICL Organic Dairy Products Ltd ,"Jan 31, 2020","Feb 7, 2020",10,20,20,6000,BSE SME,"2,040,000 Eq Shares of ₹10 (aggregating up to ₹4.08 Cr)",NaN,NaN,"Feb 11, 2020","Feb 12, 2020","Feb 13, 2020","Monday, February 17, 2020",Monday,2020,542935,NaN,MT,INE0AU701018,NaN,3.56,2.59,3.08,Cameo Corporate Services Limited,72.71,47.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.80,19.80,21.80,21.80,1380000
990,SM Auto Stamping Ltd ,"Mar 3, 2020","Mar 5, 2020",10,18,18,8000,BSE SME,"3,840,000 Eq Shares of ₹10 (aggregating up to ₹6.91 Cr)",NaN,NaN,"Mar 11, 2020","Mar 12, 2020","Mar 13, 2020","Monday, March 16, 2020",Monday,2020,543065,NaN,MT,INE0C4I01011,NaN,2.21,0.47,1.34,Bigshare Services Pvt Ltd,99.99,73.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.00,18.00,18.00,18.00,264000
991,Equitas Small Finance Bank Ltd ,"Oct 20, 2020","Oct 22, 2020",10,32,33,450,"BSE, NSE",[.] Eq Shares of ₹10 (aggregating up to ₹517.60 Cr),[.] Eq Shares of ₹10 (aggregating up to ₹280.00 Cr),"72,000,000 Eq Shares of ₹10 (aggregating up to ₹237.60 Cr)","Oct 27, 2020","Oct 28, 2020","Oct 29, 2020","Monday, November 2, 2020",Monday,2020,543243,EQUITASBNK,B,INE063P01018,3.91,0.22,2.08,1.95,KFintech Private Limited,NaN,NaN,31.10,30.05,33.15,32.80,23099679,NaN,NaN,NaN,NaN,NaN,31.00,30.10,33.05,32.75,3721057,NaN,NaN,NaN,NaN,NaN
992,RO Jewels Ltd ,"Mar 12, 2020","Mar 17, 2020",10,36,36,3000,BSE SME,"1,365,000 Eq Shares of ₹10 (aggregating up to ₹4.91 Cr)",NaN,NaN,"Mar 20, 2020","Mar 23, 2020","Mar 24, 2020","Wednesday, March 25, 2020",Wednesday,2020,543171,NaN,MT,INE0BDU01010,NaN,1.95,0.43,1.19,KFin Technologies Private Limited,87.38,45.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.00,36.00,36.00,36.00,96000
993,Nirmitee Robotics India Ltd ,"Mar 31, 2020","Apr 9, 2020",10,185,185,600,BSE SME,"175,200 Eq Shares of ₹10 (aggregating up to ₹3.24 Cr)",NaN,NaN,"Apr 16, 2020","Apr 17, 2020","Apr 20, 2020","Tuesday, April 21, 2020",Tuesday,2020,543194,NaN,TS,INE0CPQ01010,NaN,1.67,0.63,1.15,Bigshare Services Pvt Ltd,100,70.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,189.00,187.00,189.00,189.00,26400
994,Cospower Engineering Ltd ,"Mar 17, 2020","Mar 19, 2020",10,51,51,2000,BSE SME,"400,000 Eq Shares of ₹10 (aggregating up to ₹2.04 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, March 30, 2020",Monday,2020,543172,NaN,MT,INE0CQB01010,NaN,2.36,0.69,1.53,Bigshare Services Pvt Ltd,100,73.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,51.00,51.00,53.10,53.10,36000
995,Laxmi Goldorna House Ltd ,"Mar 20, 2020","Apr 3, 2020",10,15,15,8000,NSE SME,"5,520,000 Eq Shares of ₹10 (aggregating up to ₹8.28 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, April 16, 2020",Thursday,2020,NaN,LGHL,ST,INE258Y01016,NaN,2.22,0.20,1.21,KFin Technologies Private Limited,100,73.54,NaN,NaN,NaN,NaN,NaN,15.00,14.65,15.10,15.00,1744000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
996,DJ Mediaprint & Logistics Ltd ,"Mar 26, 2020","Mar 31, 2020",10,20,20,6000,BSE SME,"1,200,000 Eq Shares of ₹10 (aggregating up to ₹2.40 Cr)",NaN,NaN,"Apr 7, 2020","Apr 8, 2020","Apr 9, 2020","Monday, April 13, 2020",Monday,2020,543193,NaN,MT,INE0B1K01014,NaN,1.95,1.71,1.83,Purva Sharegistry India Pvt Ltd,99.42,71.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.60,20.00,21.60,20.80,420000
997,Billwin Industries Ltd ,"Jun 18, 2020","Jun 22, 2020",10,37,37,3000,BSE SME,"666,000 Eq Shares of ₹10 (aggregating up to ₹2.46 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, June 30, 2020",Tuesday,2020,543209,NaN,MT,INE0CRS01012,NaN,2.15,0.58,1.37,Bigshare Services Pvt Ltd,100,68.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.90,36.90,38.20,37.10,57000
998,Ksolves India Ltd ,"Jun 23, 2020","Jun 26, 2020",10,100,100,1200,NSE SME,"402,000 Eq Shares of ₹10 (aggregating up to ₹4.02 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, July 6, 2020",Monday,2020,NaN,KSOLVES,ST,INE0D6I01015,NaN,2.22,0.62,1.42,Bigshare Services Pvt Ltd,93.33,68.02,NaN,NaN,NaN,NaN,NaN,101.95,101.95,106.90,106.90,15600,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
999,Bonlon Industries Ltd ,"Jun 30, 2020","Jul 3, 2020",10,28,28,4000,BSE SME,"3,756,000 Eq Shares of ₹10 (aggregating up to ₹10.52 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, July 13, 2020",Monday,2020,543211,NaN,MT,INE0B9A01018,NaN,2.51,0.21,1.36,Bigshare Services Pvt Ltd,98.92,72.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.00,21.00,21.50,21.50,32000
1000,Rossari Biotech Ltd ,"Jul 13, 2020","Jul 15, 2020",2,423,425,35,"BSE, NSE","11,682,033 Eq Shares of ₹2 (aggregating up to ₹496.49 Cr)",[.] Eq Shares of ₹2 (aggregating up to ₹50.00 Cr),"10,500,000 Eq Shares of ₹2 (aggregating up to ₹[.] Cr)","Jul 20, 2020","Jul 21, 2020","Jul 22, 2020","Thursday, July 23, 2020",Thursday,2020,543213,ROSSARI,B,INE02A801020,85.26,239.83,7.23,79.37,Link Intime India Private Ltd,95.06,73,669.25,664.00,803.10,741.65,35781623,NaN,NaN,NaN,NaN,NaN,670.00,663.55,804.00,742.35,3026796,NaN,NaN,NaN,NaN,NaN
1001,Yes Bank Ltd FPO (Yes Bank FPO) Detail,"Jul 15, 2020","Jul 17, 2020",2,12,13,1000,"BSE, NSE","[.] Eq Shares of ₹2 (aggregating up to ₹15,000.00 Cr)","[.] Eq Shares of ₹2 (aggregating up to ₹15,000.00 Cr)",NaN,"Jul 22, 2020","Jul 23, 2020","Jul 24, 2020","Monday, July 27, 2020",Monday,2020,532648,YESBANK,NaN,INE528G01035,1.90,0.63,0.47,0.93,KFin Technologies Private Limited,NaN,NaN,12.30,12.30,12.30,12.30,299502649,NaN,NaN,NaN,NaN,NaN,12.30,12.30,12.30,12.30,33964835,NaN,NaN,NaN,NaN,NaN
1002,Mindspace Business Parks REIT (Mindspace REIT) Detail,"Jul 27, 2020","Jul 29, 2020",,274,275,200,"BSE, NSE","[.] Eq Shares of ₹ (aggregating up to ₹4,500.00 Cr)","[.] Eq Shares of ₹ (aggregating up to ₹1,000.00 Cr)","[.] Eq Shares of ₹ (aggregating up to ₹3,500.00 Cr)","Aug 6, 2020","Aug 7, 2020","Aug 7, 2020","Friday, August 7, 2020",Friday,2020,543217,MINDSPACE,IF,INE0CCU25019,10.61,15.51,NaN,12.96,,NaN,NaN,302.00,300.00,307.20,303.70,27014200,NaN,NaN,NaN,NaN,NaN,304.00,299.00,308.90,303.87,1845400,NaN,NaN,NaN,NaN,NaN
1003,UTI Asset Management Company Ltd ,"Sep 29, 2020","Oct 1, 2020",10,552,554,27,"BSE, NSE","38,987,081 Eq Shares of ₹10 (aggregating up to ₹2,159.88 Cr)",NaN,NaN,"Oct 7, 2020","Oct 8, 2020","Oct 9, 2020","Monday, October 12, 2020",Monday,2020,543238,UTIAMC,B,INE094J01016,3.34,0.93,2.32,2.31,KFintech Private Limited,98.96,NaN,500.00,471.10,529.95,476.20,10808276,NaN,NaN,NaN,NaN,NaN,490.25,471.10,530.00,476.60,1369454,NaN,NaN,NaN,NaN,NaN
1004,Suratwwala Business Group Ltd ,"Aug 3, 2020","Aug 5, 2020",10,15,15,8000,BSE SME,"4,600,000 Eq Shares of ₹10 (aggregating up to ₹6.90 Cr)",NaN,NaN,"Aug 10, 2020","Aug 11, 2020","Aug 12, 2020","Thursday, August 13, 2020",Thursday,2020,543218,NaN,MT,INB05ST01010,NaN,2.35,0.28,1.31,Link Intime India Private Ltd,99.92,73.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.45,15.45,16.22,16.22,256000
1005,Trekkingtoes.com Ltd ,"Aug 18, 2020","Aug 20, 2020",10,105,105,1200,BSE SME,"433,200 Eq Shares of ₹10 (aggregating up to ₹4.54 Cr)","433,200 Eq Shares of ₹10 (aggregating up to ₹4.54 Cr)",NaN,"Aug 25, 2020","Aug 26, 2020","Aug 27, 2020","Friday, August 28, 2020",Friday,2020,543222,NaN,TS,INE0DG401010,NaN,0.29,2.80,1.55,KFintech Private Limited,87.40,63.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,105.00,99.75,105.00,99.75,4800
1006,Computer Age Management Services Ltd ,"Sep 21, 2020","Sep 23, 2020",10,1229,1230,12,BSE,"18,246,600 Eq Shares of ₹10 (aggregating up to ₹2,244.33 Cr)",NaN,"18,246,600 Eq Shares of ₹10 (aggregating up to ₹2,244.33 Cr)","Sep 28, 2020","Sep 29, 2020","Sep 30, 2020","Thursday, October 1, 2020",Thursday,2020,543232,CAMS,B,INE596I01012,73.18,111.85,5.54,46.99,Link Intime India Private Ltd,43.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"1,518.00","1,306.20","1,550.00","1,401.60",13180743,NaN,NaN,NaN,NaN,NaN
